Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1407C-5H-CC-A,342,U1407,C,5,5-CC,H,CC,A,0,25,39.3,39.6,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,heavy_339 [DB91],5,,Heavily bioturbated with slightly darker mottles visible visible throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-1-A,342,U1407,C,6,6-1,H,1,A,0,150,39.2,40.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,heavy_339 [DB91],5,,Heavily bioturbated with slightly darker mottles visible visible throughout. Possible very faint tan layer at 145 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-2-A,342,U1407,C,6,6-2,H,2,A,0,150,40.7,42.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"The Munsell color entered (light greenish grey, 5GY 7/1) is the dominant color, with the top of the section 0-29 cm following on the color of the previous section (very pale brown, 10YR 7/3). The contact between the two colors is gradational over 15 cm (roughly 30-45 cm) and is preceded by a lighter very pale brown interval from 9-21 cm.  Large chondrites burrows are observed from 22-28 cm. A tan horizon occurs at 6 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-3-A,342,U1407,C,6,6-3,H,3,A,0,150,42.2,43.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Heavily bioturbated with rare darker burrows. Green glaconitic layer at 21-22cm and very rare, small ocre color oxide bits. Possible fault? or diagonal unconformity from 72-82 cm as evidenced by a darker, somewhat purple horizon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-4-A,342,U1407,C,6,6-4,H,4,A,0,150,43.7,45.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Heavily bioturbated with rare darker burrows. Green glaconitic layer at 18-19 cm and (very faint) 1-2 and 81cm and very rare, small ocre color oxide bits.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-5-A,342,U1407,C,6,6-5,H,5,A,0,81,45.2,46.01,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-6-A,342,U1407,C,6,6-6,H,6,A,0,150,46.01,47.51,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,"Heavily bioturbated with rare darker burrows. Green glaconitic layer at 90 cm and (very faint) 93 and 94 cm.  Brown, ?sulfide horizon at 143-146 cm and topped incompletely  by a very narrow horizon of ocre colored oxide bits.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-7-A,342,U1407,C,6,6-7,H,7,A,0,74,47.51,48.25,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,Heavily bioturbated with rare darker burrows. Very faint green glaconitic layer at 6 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-6H-CC-A,342,U1407,C,6,6-CC,H,CC,A,0,20,48.25,48.5,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-7H-1-A,342,U1407,C,7,7-1,H,1,A,0,150,48.7,50.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"Moderately to heavily bioturbated. Fainter green interval from 0-38 and 67-111 cm with more abundant brown mottles (particularly from 0-26 and 67-97 cm). Green glaconitic horizons at 70-71 and 77-78 cm. Greener intervals (38-67 and 111-150 cm) are heavily bioturbated.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-7H-2-A,342,U1407,C,7,7-2,H,2,A,0,150,50.2,51.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"Moderately to heavily bioturbated. Fainter green interval from 0-56 cm and   more abundant brown mottles from 0-38 and 89-125 cm. Green glaconitic horizons at 7-8, 17-18,  and 90-92 cm. Interval in between the noted brown bioturbation are heavily bioturbated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-7H-3-A,342,U1407,C,7,7-3,H,3,A,0,150,51.7,53.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated with more abundant small burrows than in preceding sections. Decimeter scale banding in bioturbation and slight background variation in lightness/darkness. Occasional sulfide blebs. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-7H-4-A,342,U1407,C,7,7-4,H,4,A,0,150,53.2,54.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"Moderately to heavily bioturbated.  Decimeter scale banding in bioturbation and slight background variation in lightness/darkness.  Nice Zoophycus burrow at 18-25 cm and large sulfide blebs (5-7 and scattered between 71-74 cm) and horizons (thin: 11-14cm, thick: 102-107 cm). Green glauconitic horizon at 56 cm and very faint at 130, 134, and 144 cm.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-7H-5-A,342,U1407,C,7,7-5,H,5,A,0,150,54.7,56.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"Moderately to heavily bioturbated.  Decimeter scale banding in bioturbation and slight background variation in lightness/darkness.  A secondary, lighter  Munsell color (5GY 8/1) is present from 24-37 cm with abundant Planolites/large Chondrites burrows in the same interval. Rare large brown mottles from 0-20, and 114-149 cm.  Green glauconitic horizon at 64 cm and very faint at 66, 67, and 144 cm. Sulfide filled fracture at 62-68 (diagonal fracture).  Notable brown horizon (?burrow) at 141-144 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-7H-6-A,342,U1407,C,7,7-6,H,6,A,0,150,56.2,57.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-7H-7-A,342,U1407,C,7,7-7,H,7,A,0,53,57.7,58.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-1-A,342,U1407,C,8,8-1,H,1,A,0,150,58.2,59.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. Fall-in at top of core.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-2-A,342,U1407,C,8,8-2,H,2,A,0,150,59.7,61.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. Dark gray band 1 to 6 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-3-A,342,U1407,C,8,8-3,H,3,A,0,150,61.2,62.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-4-A,342,U1407,C,8,8-4,H,4,A,0,150,62.7,64.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-5-A,342,U1407,C,8,8-5,H,5,A,0,150,64.2,65.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. Very light gray carbonate band at 46 to 65 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-6-A,342,U1407,C,8,8-6,H,6,A,0,150,65.7,67.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-7-A,342,U1407,C,8,8-7,H,7,A,0,58,67.2,67.78,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-8H-CC-A,342,U1407,C,8,8-CC,H,CC,A,0,22,67.78,68.05,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-1-A,342,U1407,C,9,9-1,H,1,A,0,150,67.7,69.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness.  Prominent sulfide band at 35 to 39 cm. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-2-A,342,U1407,C,9,9-2,H,2,A,0,61,69.2,70.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-2-A,342,U1407,C,9,9-2,H,2,A,64,150,69.2,70.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Subtle decimeter scale variation in lightness/darkness. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-3-A,342,U1407,C,9,9-3,H,3,A,0,150,70.7,72.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Core length variations in lightness (top 70 cm of section is lighter). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-4-A,342,U1407,C,9,9-4,H,4,A,0,150,72.2,73.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Core length variations in lightness (top 70 cm and from 100 to 130 cm of section is lighter). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-5-A,342,U1407,C,9,9-5,H,5,A,0,150,73.7,75.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,Moderately to heavily bioturbated. Core length variations in lightness (top 70 cm and from 100 to 130 cm of section is lighter). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-6-A,342,U1407,C,9,9-6,H,6,A,0,66,75.2,75.86,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 8/1 (light greenish gray),,,,heavy_339 [DB91],5,,Moderately to heavily bioturbated. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-6-A,342,U1407,C,9,9-6,H,6,A,66,140,75.86,76.6,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"Transition to white nannofossil ooze with foraminifers. We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-9H-7-A,342,U1407,C,9,9-7,H,7,A,0,61,76.7,77.31,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-1-A,342,U1407,C,10,10-1,H,1,A,0,150,77.2,78.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-2-A,342,U1407,C,10,10-2,H,2,A,0,150,78.7,80.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-3-A,342,U1407,C,10,10-3,H,3,A,0,150,80.2,81.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-4-A,342,U1407,C,10,10-4,H,4,A,0,150,81.7,83.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-5-A,342,U1407,C,10,10-5,H,5,A,0,150,83.2,84.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-6-A,342,U1407,C,10,10-6,H,6,A,0,120,84.7,85.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-7-A,342,U1407,C,10,10-7,H,7,A,0,15,85.9,86.05,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-10H-7-A,342,U1407,C,10,10-7,H,7,A,15,52,86.05,86.42,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,N 8 (white),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-11H-1-A,342,U1407,C,11,11-1,H,1,A,0,150,86.7,88.2,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-11H-2-A,342,U1407,C,11,11-2,H,2,A,0,150,88.2,89.7,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-11H-3-A,342,U1407,C,11,11-3,H,3,A,0,150,89.7,91.2,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-11H-4-A,342,U1407,C,11,11-4,H,4,A,0,150,91.2,92.7,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-11H-5-A,342,U1407,C,11,11-5,H,5,A,0,150,92.7,94.2,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-11H-6-A,342,U1407,C,11,11-6,H,6,A,0,120,94.2,95.4,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-11H-7-A,342,U1407,C,11,11-7,H,7,A,0,55,95.4,95.95,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-11H-CC-A,342,U1407,C,11,11-CC,H,CC,A,0,5,95.95,96.05,,nannofossil ooze [Leg339],,nannofossil ooze ,N 8 (white),,,,heavy_339 [DB91],5,,"We are presuming that bioturbation is heavy, but color is such that compositional or textural differences are hard to discern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-13X-1-A,342,U1407,C,13,13-1,X,1,A,0,150,117,118.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/4 (very pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-13X-2-A,342,U1407,C,13,13-2,X,2,A,0,150,118.5,120,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-13X-3-A,342,U1407,C,13,13-3,X,3,A,0,150,120,121.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,Creamy white spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-13X-4-A,342,U1407,C,13,13-4,X,4,A,0,150,121.5,123,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,Creamy white spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-13X-5-A,342,U1407,C,13,13-5,X,5,A,0,150,123,124.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,Creamy white spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-13X-6-A,342,U1407,C,13,13-6,X,6,A,0,149,124.5,125.99,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/2 (light gray),,,,heavy_339 [DB91],5,,Creamy white spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-13X-CC-A,342,U1407,C,13,13-CC,X,CC,A,0,7,125.99,126.06,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/2 (light gray),,,,heavy_339 [DB91],5,,Creamy white spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-14X-1-A,342,U1407,C,14,14-1,X,1,A,0,150,122,123.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,severely biscuited; creamy white spots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-14X-2-A,342,U1407,C,14,14-2,X,2,A,0,150,123.5,125,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,severely biscuited; creamy white spots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-14X-3-A,342,U1407,C,14,14-3,X,3,A,0,150,125,126.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,severely biscuited; creamy white spots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-14X-4-A,342,U1407,C,14,14-4,X,4,A,0,150,126.5,128,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,severely biscuited; creamy white spots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-14X-5-A,342,U1407,C,14,14-5,X,5,A,0,150,128,129.5,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/2 (light gray),,,,heavy_339 [DB91],5,,severely biscuited; creamy white spots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1407C-14X-6-A,342,U1407,C,14,14-6,X,6,A,0,150,129.5,131,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/2 (light gray),,,,heavy_339 [DB91],5,,severely biscuited; creamy white spots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
