Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1341B-17H-3-A,323,U1341,B,17,17-3,H,3,A,0,11,154.2,154.31,clay [S54] ,"Shepard, 1954",diatom-bearing,diatom-bearing clay,50,soft,5Y 5/2,,,,,"mottles, very much authigenic carbonate",,,,,,,
323-U1341B-17H-3-A,323,U1341,B,17,17-3,H,3,A,0,11,154.2,154.31,diatom silt,Leg 323,,diatom silt,50,soft,5Y 5/1,,,,,mottled,,,,,,,
323-U1341B-17H-3-A,323,U1341,B,17,17-3,H,3,A,11,110,154.31,155.3,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-17H-3-A,323,U1341,B,17,17-3,H,3,A,110,150,155.3,155.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-17H-4-A,323,U1341,B,17,17-4,H,4,A,0,150,155.7,157.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-17H-5-A,323,U1341,B,17,17-5,H,5,A,0,83,157.2,158.03,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-17H-CC-A,323,U1341,B,17,17-CC,H,CC,A,0,29,158.03,158.32,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-1-A,323,U1341,B,18,18-1,H,1,A,0,150,157.2,158.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-2-A,323,U1341,B,18,18-2,H,2,A,0,135,158.7,160.05,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-2-A,323,U1341,B,18,18-2,H,2,A,135,150,160.05,160.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-18H-3-A,323,U1341,B,18,18-3,H,3,A,0,150,160.2,161.7,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-18H-4-A,323,U1341,B,18,18-4,H,4,A,0,30,161.7,162,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-18H-4-A,323,U1341,B,18,18-4,H,4,A,30,150,162,163.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-5-A,323,U1341,B,18,18-5,H,5,A,0,70,163.2,163.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-5-A,323,U1341,B,18,18-5,H,5,A,70,85,163.9,164.05,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,
323-U1341B-18H-5-A,323,U1341,B,18,18-5,H,5,A,85,130,164.05,164.5,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-18H-5-A,323,U1341,B,18,18-5,H,5,A,130,150,164.5,164.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-6-A,323,U1341,B,18,18-6,H,6,A,0,100,164.7,165.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-7-A,323,U1341,B,18,18-7,H,7,A,0,75,165.7,166.45,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-18H-CC-A,323,U1341,B,18,18-CC,H,CC,A,0,22,166.45,166.67,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-1-A,323,U1341,B,19,19-1,H,1,A,0,18,166.7,166.88,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-19H-1-A,323,U1341,B,19,19-1,H,1,A,18,95,166.88,167.65,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-1-A,323,U1341,B,19,19-1,H,1,A,95,120,167.65,167.9,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-19H-1-A,323,U1341,B,19,19-1,H,1,A,120,150,167.9,168.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-2-A,323,U1341,B,19,19-2,H,2,A,0,40,168.2,168.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-2-A,323,U1341,B,19,19-2,H,2,A,40,64,168.6,168.84,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-19H-2-A,323,U1341,B,19,19-2,H,2,A,64,130,168.84,169.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-2-A,323,U1341,B,19,19-2,H,2,A,130,145,169.5,169.65,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-19H-2-A,323,U1341,B,19,19-2,H,2,A,145,150,169.65,169.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-3-A,323,U1341,B,19,19-3,H,3,A,0,130,169.7,171,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-3-A,323,U1341,B,19,19-3,H,3,A,130,146,171,171.16,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-19H-3-A,323,U1341,B,19,19-3,H,3,A,146,150,171.16,171.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-4-A,323,U1341,B,19,19-4,H,4,A,0,150,171.2,172.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-5-A,323,U1341,B,19,19-5,H,5,A,0,150,172.7,174.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-6-A,323,U1341,B,19,19-6,H,6,A,0,150,174.2,175.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-7-A,323,U1341,B,19,19-7,H,7,A,0,65,175.7,176.35,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-19H-CC-A,323,U1341,B,19,19-CC,H,CC,A,0,21,176.35,176.56,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-20H-1-A,323,U1341,B,20,20-1,H,1,A,0,75,176.2,176.95,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-20H-1-A,323,U1341,B,20,20-1,H,1,A,75,90,176.95,177.1,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-20H-1-A,323,U1341,B,20,20-1,H,1,A,90,150,177.1,177.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-20H-2-A,323,U1341,B,20,20-2,H,2,A,0,90,177.7,178.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-20H-2-A,323,U1341,B,20,20-2,H,2,A,90,150,178.6,179.2,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-20H-3-A,323,U1341,B,20,20-3,H,3,A,0,20,179.2,179.4,diatom silt,Leg 323,,diatom silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-20H-3-A,323,U1341,B,20,20-3,H,3,A,20,71,179.4,179.91,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-20H-CC-A,323,U1341,B,20,20-CC,H,CC,A,0,16,179.91,180.07,diatom silt,Leg 323,,diatom silt,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-21H-1-A,323,U1341,B,21,21-1,H,1,A,0,150,180.7,182.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-21H-2-A,323,U1341,B,21,21-2,H,2,A,0,150,182.2,183.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-21H-3-A,323,U1341,B,21,21-3,H,3,A,0,81,183.7,184.51,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-21H-3-A,323,U1341,B,21,21-3,H,3,A,81,88,184.51,184.58,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5YR 6/1,,,,,,,,,,,,
323-U1341B-21H-3-A,323,U1341,B,21,21-3,H,3,A,88,150,184.58,185.2,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-21H-4-A,323,U1341,B,21,21-4,H,4,A,0,150,185.2,186.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-21H-5-A,323,U1341,B,21,21-5,H,5,A,0,150,186.7,188.2,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-21H-6-A,323,U1341,B,21,21-6,H,6,A,0,150,188.2,189.7,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-21H-7-A,323,U1341,B,21,21-7,H,7,A,0,77,189.7,190.47,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-21H-CC-A,323,U1341,B,21,21-CC,H,CC,A,0,18,190.47,190.65,diatom ooze,Leg 323,,diatom ooze,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-22H-1-A,323,U1341,B,22,22-1,H,1,A,0,130,190.2,191.5,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,5Y 3/1,,,,,,,,,,,,
323-U1341B-22H-1-A,323,U1341,B,22,22-1,H,1,A,130,150,191.5,191.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-2-A,323,U1341,B,22,22-2,H,2,A,0,142,191.7,193.12,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-2-A,323,U1341,B,22,22-2,H,2,A,142,150,193.12,193.2,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,5Y 3/1,,,,,,,,,,,,
323-U1341B-22H-3-A,323,U1341,B,22,22-3,H,3,A,0,148,193.2,194.68,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,5Y 3/1,,,,,,,,,,,,
323-U1341B-22H-3-A,323,U1341,B,22,22-3,H,3,A,148,150,194.68,194.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-4-A,323,U1341,B,22,22-4,H,4,A,0,42,194.7,195.12,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-4-A,323,U1341,B,22,22-4,H,4,A,42,115,195.12,195.85,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,5Y 3/1,,,,,,,,,,,,
323-U1341B-22H-4-A,323,U1341,B,22,22-4,H,4,A,115,150,195.85,196.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-5-A,323,U1341,B,22,22-5,H,5,A,0,12,196.2,196.32,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-5-A,323,U1341,B,22,22-5,H,5,A,12,55,196.32,196.75,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-5-A,323,U1341,B,22,22-5,H,5,A,12,55,196.32,196.75,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,50,soft,5Y 3/1,,,,,,,,,,,,
323-U1341B-22H-5-A,323,U1341,B,22,22-5,H,5,A,54,136,196.74,197.56,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-5-A,323,U1341,B,22,22-5,H,5,A,136,143,197.56,197.63,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,5Y 3/1,,,,,,,,,,,,
323-U1341B-22H-5-A,323,U1341,B,22,22-5,H,5,A,143,150,197.63,197.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-6-A,323,U1341,B,22,22-6,H,6,A,0,90,197.7,198.6,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-6-A,323,U1341,B,22,22-6,H,6,A,90,140,198.6,199.1,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,5Y 3/1,,,,,,,,,,,,
323-U1341B-22H-6-A,323,U1341,B,22,22-6,H,6,A,140,150,199.1,199.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-7-A,323,U1341,B,22,22-7,H,7,A,0,55,199.2,199.75,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-22H-CC-A,323,U1341,B,22,22-CC,H,CC,A,0,12,199.75,199.87,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-1-A,323,U1341,B,23,23-1,H,1,A,0,2,199.7,199.72,sponge spicule diatom clayey silt,Leg 323,,sponge spicule diatom clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-23H-1-A,323,U1341,B,23,23-1,H,1,A,2,20,199.72,199.9,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-1-A,323,U1341,B,23,23-1,H,1,A,2,42,199.72,200.12,sponge spicule diatom clayey silt,Leg 323,,sponge spicule diatom clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-23H-1-A,323,U1341,B,23,23-1,H,1,A,42,150,200.12,201.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-1-A,323,U1341,B,23,23-1,H,1,A,106,150,200.76,201.2,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,soft,5Y 6/2,,,,,authigenic carbonates,,,,,,,
323-U1341B-23H-1-A,323,U1341,B,23,23-1,H,1,A,113,150,200.83,201.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-2-A,323,U1341,B,23,23-2,H,2,A,0,106,201.2,202.26,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-2-A,323,U1341,B,23,23-2,H,2,A,106,113,202.26,202.33,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,soft,5Y 6/2,,,,,authigenic carbonates,,,,,,,
323-U1341B-23H-2-A,323,U1341,B,23,23-2,H,2,A,113,150,202.33,202.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-3-A,323,U1341,B,23,23-3,H,3,A,0,150,202.7,204.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-4-A,323,U1341,B,23,23-4,H,4,A,0,150,204.2,205.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-5-A,323,U1341,B,23,23-5,H,5,A,0,150,205.7,207.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-6-A,323,U1341,B,23,23-6,H,6,A,0,83,207.2,208.03,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-6-A,323,U1341,B,23,23-6,H,6,A,83,150,208.03,208.7,sponge spicule diatom clayey silt,Leg 323,,sponge spicule diatom clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-23H-7-A,323,U1341,B,23,23-7,H,7,A,0,8,208.7,208.78,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 6/1,,,,,including 1cm grayish green layer (4GY 5/2) 6-7cm,,,,,,,
323-U1341B-23H-7-A,323,U1341,B,23,23-7,H,7,A,8,67,208.78,209.37,sponge spicule diatom clayey silt,Leg 323,,sponge spicule diatom clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1341B-23H-7-A,323,U1341,B,23,23-7,H,7,A,67,77,209.37,209.47,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-23H-CC-A,323,U1341,B,23,23-CC,H,CC,A,0,21,209.47,209.68,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-24H-1-A,323,U1341,B,24,24-1,H,1,A,0,129,209.2,210.49,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-24H-1-A,323,U1341,B,24,24-1,H,1,A,129,139,210.49,210.59,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,soft,5Y 6/2,,,,,,,,,,,,
323-U1341B-24H-1-A,323,U1341,B,24,24-1,H,1,A,139,143,210.59,210.63,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,100,stiff,5Y 6/2,,,,,,,,,,,,
323-U1341B-24H-1-A,323,U1341,B,24,24-1,H,1,A,143,150,210.63,210.7,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,soft,5Y 6/2,,,,,,,,,,,,
323-U1341B-24H-2-A,323,U1341,B,24,24-2,H,2,A,0,3,210.7,210.73,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,soft,5Y 6/2,,,,,,,,,,,,
323-U1341B-24H-2-A,323,U1341,B,24,24-2,H,2,A,3,9,210.73,210.79,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,100,stiff,5Y 6/2,,,,,,,,,,,,
323-U1341B-24H-2-A,323,U1341,B,24,24-2,H,2,A,9,12,210.79,210.82,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,100,soft,5Y 6/2,,,,,,,,,,,,
323-U1341B-24H-2-A,323,U1341,B,24,24-2,H,2,A,12,150,210.82,212.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-24H-3-A,323,U1341,B,24,24-3,H,3,A,0,150,212.2,213.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-24H-4-A,323,U1341,B,24,24-4,H,4,A,0,150,213.7,215.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-24H-5-A,323,U1341,B,24,24-5,H,5,A,0,150,215.2,216.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-24H-6-A,323,U1341,B,24,24-6,H,6,A,0,68,216.7,217.38,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-24H-6-A,323,U1341,B,24,24-6,H,6,A,68,150,217.38,218.2,diatom ooze,Leg 323,,diatom ooze,100,soft,2.5Y 5/3,,,,,,,,,,,,
323-U1341B-24H-7-A,323,U1341,B,24,24-7,H,7,A,0,47,218.2,218.67,diatom ooze,Leg 323,,diatom ooze,100,soft,2.5Y 5/3,,,,,,,,,,,,
323-U1341B-24H-CC-A,323,U1341,B,24,24-CC,H,CC,A,0,26,218.67,218.93,diatom ooze,Leg 323,,diatom ooze,100,soft,2.5Y 5/3,,,,,,,,,,,,
323-U1341B-25H-1-A,323,U1341,B,25,25-1,H,1,A,0,150,218.7,220.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-25H-2-A,323,U1341,B,25,25-2,H,2,A,0,150,220.2,221.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-25H-3-A,323,U1341,B,25,25-3,H,3,A,0,150,221.7,223.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-25H-4-A,323,U1341,B,25,25-4,H,4,A,0,150,223.2,224.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-25H-5-A,323,U1341,B,25,25-5,H,5,A,0,150,224.7,226.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-25H-6-A,323,U1341,B,25,25-6,H,6,A,0,150,226.2,227.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-25H-7-A,323,U1341,B,25,25-7,H,7,A,0,63,227.7,228.33,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-25H-CC-A,323,U1341,B,25,25-CC,H,CC,A,0,10,228.33,228.43,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,lamination with  olive 5Y 5/3; greenish brown 2.5Y 5/2; very dark gray 5Y 3/1,,,,,,,
323-U1341B-26H-1-A,323,U1341,B,26,26-1,H,1,A,0,150,228.2,229.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-2-A,323,U1341,B,26,26-2,H,2,A,0,5,229.7,229.75,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-2-A,323,U1341,B,26,26-2,H,2,A,5,18,229.75,229.88,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-26H-2-A,323,U1341,B,26,26-2,H,2,A,18,35,229.88,230.05,diatom fine ash,Leg 323,,diatom fine ash,100,soft,2.5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-2-A,323,U1341,B,26,26-2,H,2,A,35,150,230.05,231.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-3-A,323,U1341,B,26,26-3,H,3,A,0,74,231.2,231.94,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-3-A,323,U1341,B,26,26-3,H,3,A,74,145,231.94,232.65,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-26H-3-A,323,U1341,B,26,26-3,H,3,A,145,150,232.65,232.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-4-A,323,U1341,B,26,26-4,H,4,A,0,150,232.7,234.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-5-A,323,U1341,B,26,26-5,H,5,A,0,150,234.2,235.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-6-A,323,U1341,B,26,26-6,H,6,A,0,67,235.7,236.37,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-6-A,323,U1341,B,26,26-6,H,6,A,67,87,236.37,236.57,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-26H-6-A,323,U1341,B,26,26-6,H,6,A,87,142,236.57,237.12,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-6-A,323,U1341,B,26,26-6,H,6,A,142,150,237.12,237.2,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-26H-7-A,323,U1341,B,26,26-7,H,7,A,0,43,237.2,237.63,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,authigenic carbonates,,,,,,,
323-U1341B-26H-7-A,323,U1341,B,26,26-7,H,7,A,43,76,237.63,237.96,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-26H-CC-A,323,U1341,B,26,26-CC,H,CC,A,0,16,237.96,238.12,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-27H-1-A,323,U1341,B,27,27-1,H,1,A,0,150,237.7,239.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,also 5Y 4/2,,,,,,,
323-U1341B-27H-2-A,323,U1341,B,27,27-2,H,2,A,0,150,239.2,240.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,also 5Y 4/2,,,,,,,
323-U1341B-27H-3-A,323,U1341,B,27,27-3,H,3,A,0,150,240.7,242.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,also 5Y 4/2,,,,,,,
323-U1341B-27H-4-A,323,U1341,B,27,27-4,H,4,A,0,150,242.2,243.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,also 5Y 4/2,,,,,,,
323-U1341B-27H-5-A,323,U1341,B,27,27-5,H,5,A,0,150,243.7,245.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,also 5Y 4/2,,,,,,,
