Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417D-28H-2-A,341,U1417,D,28,28-2,H,2,A,0.0,102.0,190.8,191.82,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- interbedded mud & silt/very fine sand
- scattered black mottles
- scattered mud patches
- coarser intervals up to 4.5 cm thick
- coarser intervals slightly lighter (more 10Y 4/1)
- coarser intervals mostly continuous, but occasionally discontinuous
- coarser intervals generally upper sharp boundaries
- coarser intervals generally erosive lower boundaries
- coarser intervals more disturbed (discontinuous, patchy) below ~69 cm; some coarser patches seem to be dislocated
- coarser intervals below ~60 slightly lighter",,,,,
341-U1417D-28H-CC-A,341,U1417,D,28,28-CC,H,CC,A,0.0,33.0,191.82,192.15,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- interbedded mud & silt/very fine sand
- scattered black mottles
- scattered mud patches
- coarser intervals slightly lighter (more 10Y 4/1)
- coarser intervals mostly continuous, but occasionally discontinuous
- coarser intervals generally upper sharp boundaries
- coarser intervals generally erosive lower boundaries
- coarser intervals more discontinuous and lighter than in upper sections",,,,,
341-U1417D-29H-1-A,341,U1417,D,29,29-1,H,1,A,0.0,90.0,192.1,193.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,interbedded clayey mud and very fine sand/silt (10Y 4/1); sharp erosive upper and lower boundaries,sharp contact,erosive,,,
341-U1417D-29H-1-A,341,U1417,D,29,29-1,H,1,A,90.0,150.0,193.0,193.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,patches & layers of fine sand/silt (10Y 4/1) with sharp upper and lower boundaries between 93 AND 150 CM,,,,,
341-U1417D-29H-2-A,341,U1417,D,29,29-2,H,2,A,0.0,95.0,193.6,194.55,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,coarser strata up to 2 cm thick (10Y 4/1); continuous and discontinuous: generally sharp upper boundaries and erosive lower boundaries; less frequent occurrence than above,sharp contact,erosive,,,
341-U1417D-29H-2-A,341,U1417,D,29,29-2,H,2,A,95.0,125.0,194.55,194.85,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-29H-2-A,341,U1417,D,29,29-2,H,2,A,125.0,145.5,194.85,195.055,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,coarser strata up to 2 cm thick (10Y 4/1); continuous and discontinuous: generally sharp upper boundaries and erosive lower boundaries; less frequent occurrence than above,sharp contact,erosive,,,
341-U1417D-29H-2-A,341,U1417,D,29,29-2,H,2,A,145.5,148.0,195.055,195.08,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10YR 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,very fine sand-sized ash (glassy); sharp upper boundary; some upward bioturbation into overlying sediments,sharp contact,erosive,,,
341-U1417D-29H-2-A,341,U1417,D,29,29-2,H,2,A,148.0,150.0,195.08,195.1,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,coarser strata up to 2 cm thick (10Y 4/1); continuous and discontinuous: generally sharp upper boundaries and erosive lower boundaries; less frequent occurrence than above,sharp contact,erosive,,,
341-U1417D-29H-3-A,341,U1417,D,29,29-3,H,3,A,0.0,114.0,195.1,196.24,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,layers and patches of silt/fine sand (10Y 4/1) between 57 and 80 cm,,,,,
341-U1417D-29H-CC-A,341,U1417,D,29,29-CC,H,CC,A,0.0,29.0,196.24,196.53,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,silt layer @ 9.5 cm (< 1 cm),,,,,
341-U1417D-29H-CC-A,341,U1417,D,29,29-CC,H,CC,A,29.0,35.0,196.53,196.59,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417D-30H-1-A,341,U1417,D,30,30-1,H,1,A,0.0,17.0,196.5,196.67,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,- mud with silt and sand patches (up to ~3 cm) -> disturbance,,,,,
341-U1417D-30H-1-A,341,U1417,D,30,30-1,H,1,A,17.0,112.5,196.67,197.625,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to more greyish, greenish
- silty laminae ~58 cm
- 98-103: silt/sand patches (lighter)
- scattered black mottles
",gradational contact,,,,
341-U1417D-30H-1-A,341,U1417,D,30,30-1,H,1,A,112.5,150.0,197.625,198.0,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- black mottles (more frequent than above)
- 127: ~7 mm thick lighter very fine sand lamina; discontinuous; sharp upper & lower boundaries; partly 'bioturbated upwards'
",,,,,
341-U1417D-30H-2-A,341,U1417,D,30,30-2,H,2,A,0.0,30.0,198.0,198.3,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- black mottles,gradational contact,,,,
341-U1417D-30H-2-A,341,U1417,D,30,30-2,H,2,A,30.0,63.0,198.3,198.63,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- 56.5-58.5: 5GY 4/1,gradational contact,,,,
341-U1417D-30H-2-A,341,U1417,D,30,30-2,H,2,A,63.0,89.0,198.63,198.89,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to more greyish, greenish
- scattered black mottles
- scattered lenses of lighter material",gradational contact,,,,
341-U1417D-30H-2-A,341,U1417,D,30,30-2,H,2,A,89.0,103.0,198.89,199.03,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- black mottles,sharp contact,,,,
341-U1417D-30H-2-A,341,U1417,D,30,30-2,H,2,A,103.0,110.0,199.03,199.1,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,5Y 4/1 (dark gray),none [DB86],0,,,,,,,,,,,,"- interbedded mud & very fine sand
- 5Y 4/1, i.e. ""exactly"" 5Y 4/1 and lighter
- four coarser strata between 0.5 and 2 cm thick
- sharp upper and lower boundaries",sharp contact,,,,
341-U1417D-30H-2-A,341,U1417,D,30,30-2,H,2,A,110.0,137.0,199.1,199.37,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- black mottles
- coarser and lighter patches below 134",,,,,
341-U1417D-30H-2-A,341,U1417,D,30,30-2,H,2,A,137.0,152.0,199.37,199.52,,,,,,,,,,,,,,,,,,,,,,SAMPLE (OJIM),,,,,
341-U1417D-30H-3-A,341,U1417,D,30,30-3,H,3,A,0.0,29.5,199.52,199.815,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- ~26 cm: 5GY 4/1,gradational contact,,,,
341-U1417D-30H-3-A,341,U1417,D,30,30-3,H,3,A,29.5,77.5,199.815,200.295,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- slight colour banding to more greyish, greenish
- scattered black mottles
",gradational contact,,,,
341-U1417D-30H-3-A,341,U1417,D,30,30-3,H,3,A,77.5,85.5,200.295,200.375,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-30H-3-A,341,U1417,D,30,30-3,H,3,A,85.5,96.0,200.375,200.48,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,- black mottles,gradational contact,,,,
341-U1417D-30H-3-A,341,U1417,D,30,30-3,H,3,A,96.0,143.0,200.48,200.95,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,"- slight colour banding to more greyish, greenish
- scattered black mottles",,,,,
341-U1417D-30H-CC-A,341,U1417,D,30,30-CC,H,CC,A,0.0,28.5,200.95,201.235,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to more greyish, greenish
- scattered black mottles",,,,,
341-U1417D-30H-CC-A,341,U1417,D,30,30-CC,H,CC,A,28.5,34.0,201.235,201.29,,,,,,,,,,,,,,,,,,,,,,SAMPLE (PAL),,,,,
341-U1417D-31H-1-A,341,U1417,D,31,31-1,H,1,A,0.0,144.0,201.2,202.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,highly disturbed microfossil barren mud; slightly coarser @ 126 to 144 cm,,,,,
341-U1417D-31H-2-A,341,U1417,D,31,31-2,H,2,A,0.0,25.0,202.64,202.89,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,slightly greenish clayey mud (barren),,,,,
341-U1417D-31H-2-A,341,U1417,D,31,31-2,H,2,A,25.0,96.0,202.89,203.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,sand/silt/mud mix due to suck in disturbance,,,,,
341-U1417D-31H-CC-A,341,U1417,D,31,31-CC,H,CC,A,0.0,24.0,203.6,203.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,sand/silt/mud mix due to suck in disturbance,,,,,
341-U1417D-31H-CC-A,341,U1417,D,31,31-CC,H,CC,A,24.0,30.0,203.84,203.9,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417D-32H-1-A,341,U1417,D,32,32-1,H,1,A,0.0,67.0,203.9,204.57,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],3,,,,,,,,,,"- scattered black mottles
- silty patches / discontinuous strata between 61-65",,,,,
341-U1417D-32H-1-A,341,U1417,D,32,32-1,H,1,A,67.0,82.0,204.57,204.72,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles (less than above)
",gradational contact,,,,
341-U1417D-32H-1-A,341,U1417,D,32,32-1,H,1,A,83.0,97.5,204.73,204.875,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"- scattered black mottles
- sand patch between 82-84.5",gradational contact,,,,
341-U1417D-32H-1-A,341,U1417,D,32,32-1,H,1,A,97.5,105.5,204.875,204.955,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles (less than above)",gradational contact,,,,
341-U1417D-32H-1-A,341,U1417,D,32,32-1,H,1,A,105.5,141.5,204.955,205.315,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],10,,,,,,,,,,"- scattered black mottles
- coarser patches around 115 (<5 mm)",gradational contact,,,,
341-U1417D-32H-1-A,341,U1417,D,32,32-1,H,1,A,141.5,150.0,205.315,205.4,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles (less than above)
- discontinuous, lighter & coarser strata (~7 mm) around 145",,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,0.0,82.0,205.4,206.22,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles (less than above)
- several coarser (fine sand), better sorted, slightly lighter (5Y 4/1) intervals of max. 2 cm thickness
- coarser intervals: continuous & discontinuous
- coarser intervals: continuous intervals with sharp (erosive?) lower boundaries and sharp upper boundaries
- some 'upcore bioturbation'",sharp contact,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,82.0,86.5,206.22,206.265,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- ash of well-sorted silt size
- internal colour variations from brown (bottom) to grey and green (top)",sharp contact,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,86.5,91.5,206.265,206.315,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,91.5,106.0,206.315,206.46,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles",gradational contact,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,106.0,118.0,206.46,206.58,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,- scattered black mottles,gradational contact,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,118.0,129.0,206.58,206.69,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles",gradational contact,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,129.0,136.0,206.69,206.76,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- scattered black mottles,gradational contact,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,136.0,140.0,206.76,206.8,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles",,,,,
341-U1417D-32H-2-A,341,U1417,D,32,32-2,H,2,A,140.0,150.0,206.8,206.9,,,,,,,,,,,,,,,,,,,,,,SAMPLE (IW),,,,,
341-U1417D-32H-3-A,341,U1417,D,32,32-3,H,3,A,0.0,44.0,206.9,207.34,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles
- two sand patches around 39-40",gradational contact,,,,
341-U1417D-32H-3-A,341,U1417,D,32,32-3,H,3,A,44.0,92.0,207.34,207.82,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- scattered black mottles,gradational contact,,,,
341-U1417D-32H-3-A,341,U1417,D,32,32-3,H,3,A,92.0,120.0,207.82,208.1,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour variations to more greyish, greenish
- scattered black mottles

- well-sorted, lighter interval (~1 cm) thick from 112.5-133.5; sharp upper and lower boundaries; some 'upcore bioturbation'
- some green colour associated to interval! Could it be that the strata is an ash layer and that the green colour is caused by chemical reactions?",gradational contact,,,,
341-U1417D-32H-3-A,341,U1417,D,32,32-3,H,3,A,120.0,123.0,208.1,208.13,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-32H-4-A,341,U1417,D,32,32-4,H,4,A,0.0,1.0,208.13,208.14,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- scattered black mottles,gradational contact,,,,
341-U1417D-32H-4-A,341,U1417,D,32,32-4,H,4,A,1.0,51.0,208.14,208.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- scattered black mottles
- ""just mud""
- lamina (0.5 cm) of N5 silt at 20 cm",,,,,
341-U1417D-32H-CC-A,341,U1417,D,32,32-CC,H,CC,A,0.0,22.0,208.64,208.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- scattered black mottles
- void ""lense"" at 7 cm",,,,,
341-U1417D-32H-CC-A,341,U1417,D,32,32-CC,H,CC,A,22.0,28.0,208.86,208.92,,,,,,,,,,,,,,,,,,,,,,SAMPLE (PAL),,,,,
341-U1417D-33H-1-A,341,U1417,D,33,33-1,H,1,A,0.0,49.0,208.6,209.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,clayey mud with few black mottles,,,,,
341-U1417D-33H-CC-A,341,U1417,D,33,33-CC,H,CC,A,0.0,26.0,209.09,209.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive clayey mud,,,,,
341-U1417D-33H-CC-A,341,U1417,D,33,33-CC,H,CC,A,26.0,33.0,209.35,209.42,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417D-34H-1-A,341,U1417,D,34,34-1,H,1,A,0.0,107.0,209.4,210.47,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- scattered black mottles
- ""fluffy"" intervals - irregular/patchy; typically sharp upper and lower boundaries; between 52.5-55.5, 59.5-60.5, 67-72",gradational contact,,,,
341-U1417D-34H-1-A,341,U1417,D,34,34-1,H,1,A,107.0,131.0,210.47,210.71,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- ""fluffy mud""",gradational contact,,,,
341-U1417D-34H-1-A,341,U1417,D,34,34-1,H,1,A,131.0,150.0,210.71,210.9,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- scattered black mottles
- ""fluffy"" intervals - irregular/patchy; typically sharp upper and lower boundaries",,,,,
341-U1417D-34H-2-A,341,U1417,D,34,34-2,H,2,A,0.0,65.5,210.9,211.555,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- scattered black mottles
- ""fluffy"" intervals - irregular/patchy; typically sharp upper and lower boundaries;
- more silty/very fine sand patches around 44.5-46.0, 47.5-49.5",gradational contact,,,,
341-U1417D-34H-2-A,341,U1417,D,34,34-2,H,2,A,65.5,93.0,211.555,211.83,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- ""fluffy mud""",,,,,
341-U1417D-34H-2-A,341,U1417,D,34,34-2,H,2,A,93.0,113.0,211.83,212.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,- relatively compacted and fractured mud,,,,,
341-U1417D-34H-2-A,341,U1417,D,34,34-2,H,2,A,113.0,150.0,212.03,212.4,,interbedded sand(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded sand(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash(?)
- strata characteristics:
- max 3 cm thick
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'

- some patches of 'not-matrix sediments' dispersed throughout the unit",,,,,
341-U1417D-34H-3-A,341,U1417,D,34,34-3,H,3,A,0.0,137.0,212.4,213.77,,interbedded sand(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded sand(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],25,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash(?)
- strata characteristics:
- max 3 cm thick
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'


- some more brownish intervals and enhanced bioturbation between 0-30 cm
- some patches of 'not-matrix sediments' dispersed throughout the unit

92-96 (in work half): meta sediment with quartz veins",,,,,
341-U1417D-34H-CC-A,341,U1417,D,34,34-CC,H,CC,A,0.0,30.0,213.77,214.07,,interbedded sand(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded sand(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash(?)
- strata characteristics:
- max 3 cm thick
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'


- some patches of 'not-matrix sediments' dispersed throughout the unit
",,,,,
341-U1417D-35H-1-A,341,U1417,D,35,35-1,H,1,A,0.0,150.0,214.1,215.6,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,interbedded mud (N4) and very fine sand (10Y 5/1); sand/silt layers with sharp irregular boundaries; often bioturbated upper boundaries (patchy); possibly an ash layer @ 110 cm???,,,,,
341-U1417D-35H-2-A,341,U1417,D,35,35-2,H,2,A,0.0,25.0,215.6,215.85,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,interbedded mud (N4) and very fine sand (5Y 5/1); sand/silt layers with sharp irregular boundaries,,,,,
341-U1417D-35H-2-A,341,U1417,D,35,35-2,H,2,A,25.0,29.0,215.85,215.89,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 5/1 (gray),,,,,,,,,,,,,,fine sandsized glassy (100%) ash; alterated upper and lower (green boundaries),sharp contact,erosive,,,
341-U1417D-35H-2-A,341,U1417,D,35,35-2,H,2,A,29.0,150.0,215.89,217.1,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,interbedded mud (N4) and very fine sand (5Y 5/1); sand/silt layers with sharp irregular boundaries,,,,,
341-U1417D-35H-2-A,341,U1417,D,35,35-2,H,2,A,140.0,150.0,217.0,217.1,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,
341-U1417D-35H-3-A,341,U1417,D,35,35-3,H,3,A,0.0,144.0,217.1,218.54,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,interbedded mud (N4) and very fine sand (5Y 5/1); sand/silt layers with sharp irregular boundaries,,,,,
341-U1417D-35H-CC-A,341,U1417,D,35,35-CC,H,CC,A,0.0,18.0,218.54,218.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-35H-CC-A,341,U1417,D,35,35-CC,H,CC,A,18.0,23.0,218.72,218.77,,,,,,,,,,,,,,,,,,,,,,PAl sample,,,,,
341-U1417D-36H-1-A,341,U1417,D,36,36-1,H,1,A,0.0,150.0,218.8,220.3,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash(?)
- strata characteristics:
- max 4 cm thick
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'


3-5: two angular meta sediment stones with quartz veins",,,,,
341-U1417D-36H-2-A,341,U1417,D,36,36-2,H,2,A,0.0,150.0,220.3,221.8,,interbedded sand(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded sand(stone) and mud(stone)  with volcanic ash ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash
- strata characteristics:
- max 4 cm thick
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'


19.5-32.5: 'fluffy'
28.0-29.5: ash",,,,,
341-U1417D-36H-3-A,341,U1417,D,36,36-3,H,3,A,0.0,128.0,221.8,223.08,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash(?)
- strata characteristics:
- max 3 cm thick
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'

- little flow in",,,,,
341-U1417D-36H-CC-A,341,U1417,D,36,36-CC,H,CC,A,0.0,24.0,223.08,223.32,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud and sand - also occasional interbedding of ash(?)
- strata characteristics:
- either 10Y 5/1 (darker) or 5Y 5/1 (lighter)
- continuous or discontinuous
- generally sharp boundaries (partly erosive lower boundaries?)
- upper boundaries of lighter intervals often irregular & apparent 'upcore bioturbation'
",,,,,
341-U1417D-36H-CC-A,341,U1417,D,36,36-CC,H,CC,A,24.0,29.0,223.32,223.37,,,,,,,,,,,,,,,,,,,,,,SAMPLE (PAL),,,,,
341-U1417D-37H-1-A,341,U1417,D,37,37-1,H,1,A,0.0,47.0,223.3,223.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,few black mottles; big clast (4 cm) @ 2 - 7 cm: mica-rich (mainly biotite) granitoid,,,,,
341-U1417D-37H-CC-A,341,U1417,D,37,37-CC,H,CC,A,0.0,7.0,223.77,223.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-37H-CC-A,341,U1417,D,37,37-CC,H,CC,A,7.0,12.0,223.84,223.89,,,,,,,,,,,,,,,,,,,,,,PAl sample,,,,,
